News,Fake
"['altern', 'minimum', 'tax', '...', 'creat', 'congress', '1969', 'affect', '155', 'wealthi', 'american', 'never', 'index', 'inflat', 'origin', '155', 'taxpay', 'increas', 'affect', '3.5-', 'million', '2006']",1
"['say', 'overcharg', 'student', '. . .', 'help', 'pay', 'health', 'care', 'law']",1
"['say', 'ellen', 'rosenblum', 'said', 'job', '80', 'percent', 'job', 'govern', 'lawyer']",1
"['new', 'jersey', 'lost', 'half', 'pharmaceut', 'job', 'state', 'know', 'low-tax', 'state', 'like', 'south', 'high-tax', 'state', 'like', 'new', 'york']",1
"['space-shuttl', 'program', 'termin', 'russia', 'china', 'nation', '...', 'capabl', 'launch', 'human', 'space']",1
"['super', 'bowl', 'one', 'highest', 'level', 'human', 'sex', 'traffick', 'activ', 'event', 'countri']",0
"['say', 'reform', 'state', 'issu', '2', 'save', 'taxpay', 'dollar']",1
"['say', 'scott', 'walker', 'said', 'wouldnt', 'touch', 'state', 'civil', 'servic', 'system', 'support', 'overhaul']",0
"['say', 'take', 'stimulu', 'money', 'requir', 'univers', 'build', 'code']",0
"['senat', 'democrat', 'never', 'held', 'suprem', 'court', 'nomin']",1
"['almost', '10', 'percent', 'canadian', 'came', 'visit', 'florida', 'last', 'year', '...', 'canadian', 'buy', '7.4', 'percent', 'home', 'state']",1
"['regard', 'iraq', 'war', 'one', 'said', 'dont', 'go', 'dont', 'your', 'go', 'destabil', 'middl', 'east']",0
"['iran', 'deal', 'trust', 'iranian', 'inspect']",0
"['three-quart', 'oil', 'gone']",1
"['nation', 'world', 'use', 'militari', 'secur', 'border']",0
"['natur', 'ga', 'countri', 'saudi', 'arabia', 'oil']",0
"['massachusett', 'report', 'trend', 'far', 'nation', 'trend', 'escal', 'health-car', 'cost', 'year']",0
"['initi', 'effort', 'strip', 'airport', 'contractor', 'special', 'divers', 'statu', 'effect', 'contract', 'citi', 'divers', 'goal']",1
"['women', 'kill', 'husband', 'boyfriend', 'sinc', 'sept', '11', 'american', 'kill', '9/11', 'afghanistan', 'iraq']",1
"['state', 'use', 'regulatori', 'power', 'fish', 'feder', 'law', 'regul', 'tenth', 'inch', 'minimum', 'size', 'fish', 'angler', 'keep']",0
"['social', 'secur', 'took', 'seven', 'year', 'anybodi', 'got', 'first', 'check']",0
"['muslim', 'countri', 'cant', 'church', 'abl', 'build', 'synagogu', 'forbidden']",0
"['say', 'barack', 'obama', 'told', 'u', 'coast', 'guard', 'academi', 'number', 'one', 'threat', 'militari', 'world', 'today', 'global', 'warm']",0
"['say', 'award-win', 'milwauke', 'public', 'school', 'teacher', 'megan', 'sampson', 'laid', 'gov', 'scott', 'walker', 'cut', 'state', 'aid', 'educ']",0
"['say', 'marshawn', 'lynch', 'second', 'all-tim', 'term', 'averag', 'yard', 'per', 'rush', 'terrel', 'davi']",1
"['hous', 'transport', 'cost', 'combin', 'atlanta', 'cost', 'live', 'typic', 'perceiv', 'rel', 'low', 'rank', '7th', 'worst', '51', 'metro', 'nation']",1
"['last', '10', 'year', 'georgia', 'public', 'health', 'declin']",1
"['father', 'bank', 'alexi', 'made', 'ten', 'million', 'riski', 'loan', 'convict', 'mobster', 'bank', 'collaps']",1
"['north', 'carolina', 'spend', 'less', 'per', 'student', 'great', 'recess', 'one', 'lowest', 'per', 'pupil', 'spend', 'level', 'nation']",1
"['fact', '90', 'percent', 'syndrom', 'children', 'abort', 'countri']",0
"['past', '35', 'year', 'florida', 'famili', 'paid', 'nation', 'flood', 'insur', 'program', 'billion', 'four', 'time', 'amount', 'receiv', 'claim', 'reimburs']",1
"['say', 'presid', 'barack', 'obama', 'said', 'got', 'bin', 'laden', 'terror', 'problem', 'solv']",0
"['everi', 'year', 'slightli', 'smaller', 'percentag', 'american', 'household', 'own', 'gun']",1
"['world', 'health', 'organ', 'report', 'show', 'peopl', 'die', 'tb']",1
"['quarter', 'mortgag', 'borrow', 'underwat', '11', 'percent', 'home', 'vacant']",1
"['paul', 'ryan', 'budget', 'keep', 'obamacar', 'tax', 'spend', 'cut', 'paid', 'obamacar', 'cut', 'benefit']",1
"['agricultur', 'contribut', 'billion', 'georgia', 'economi', 'annual', 'make', 'state', 'largest', 'industri']",1
"['gov', 'romney', 'plan', 'goe', 'effect', 'averag', 'senior', 'would', 'pay', 'year', 'tax', 'social', 'secur']",0
"['say', 'lloyd', 'doggett', 'vote', 'health', 'care', 'stimulu', 'cap-and-trad', 'bill']",1
"['twenti', 'four', 'state', 'voter', 'id', 'compar', 'restrict', 'barack', 'obama', 'elect', 'two']",1
"['time', 'right', 'work', 'legisl']",1
"['presid', 'obama', 'refus', 'grant', 'permit', 'offshor', 'drill', 'one', 'reason', 'gasolin', 'price', 'soar']",0
"['whether', 'barack', 'obama', 'born', 'unit', 'state']",0
"['merger', 'georgia', 'state', 'univers', 'georgia', 'perimet', 'colleg', 'make', 'gsu', 'one', 'largest', 'univers', 'nation', '54,000', 'student']",1
"['say', 'hillari', 'clinton', 'savag', 'digniti', 'peopl', 'accus', 'bill', 'clinton', 'sexual', 'harass', 'assault', 'shame']",0
"['florida', 'lowest', 'in-stat', 'tuition', 'state']",0
"['japan', 'perman', 'resid', 'given', 'muslim', 'propag', 'islam', 'ban', 'one', 'cannot', 'import', 'koran', 'publish', 'arab', 'languag', 'muslim', 'cannot', 'even', 'rent', 'hous']",0
"['despit', 'tout', 'econom', 'stimulu', 'great', 'triumph', 'report', 'howev', 'note', 'unemploy', 'averag', '10', 'percent', 'rest', 'year']",1
"['pasco', 'counti', 'second', 'highest', 'popul', 'homeless', 'florida']",1
"['say', 'twitter', 'account', '1.3', 'million', 'follow']",0
"['three', 'time', 'like', 'abl', 'get', 'mortgag', 'your', 'white', 'applic', 'your', 'black', 'hispan', 'even', 'credenti']",0
"['six', 'year', 'serv', 'commun', 'conserv', 'state', 'legisl', 'everi', 'one', 'year', 'help', 'balanc', ""state'"", 'budget']",0
"['richest', '1', 'percent', 'america', 'get', 'bigger', 'tax', 'cut', 'bill', 'famili', 'incom', 'averag', 'famili', 'central', 'texa']",1
"['say', 'presid', 'barack', 'obama', 'give', 'student', 'right', 'repay', 'feder', 'loan', 'clear', 'fix', 'low', 'percentag', 'incom', '20', 'year']",1
"['sinc', 'begin', 'econom', 'downturn', 'fy', '2008', 'state', 'workforc', 'reduc', '12.4', 'percent', 'part', 'overal', 'cost', 'save', 'measur', 'balanc', 'budget', 'reduc', 'revenu']",0
"['unit', 'state', 'alreadi', 'highest', 'corpor', 'tax', 'rate', 'world']",1
"['22', 'percent', 'adult', 'rhode', 'island', 'approxim', '30', 'percent', 'youth', 'age', '10-17', 'consid', 'obes']",1
"['last', 'year', 'u', 'women', 'soccer', 'team', 'gener', 'million', 'men', 'team', 'paid', 'almost', 'four', 'time', 'less']",0
"['america', '1one', 'oil', 'ga']",1
"['almost', '95', 'percent', 'plan', 'parenthood', 'pregnanc', 'servic', 'abort']",0
"['panhandl', 'left', 'offic']",0
"['republican', 'parti', 'raffl', 'ar', '15', 'assault', 'rifl', '2010', 'oregon', 'state', 'fair']",1
"['number', 'kill', 'citizen', 'polic', 'two-decad', 'high']",1
"['2005', 'fight', 'social', 'secur', 'noisi', 'demonstr', 'outsid', 'event', 'oppon', 'disrupt', 'crowd', 'boo', 'line', 'didnt', 'like']",0
"['7,000', 'kid', 'new', 'hampshir', 'health', 'care', 'help', 'creat', ""children'"", 'health', 'insur', 'program']",1
"['georgia', 'secretari', 'state', 'brian', 'kemp', 'career', 'politician']",0
"['new', 'rasmussen', 'poll', 'show', 'peopl', 'oppos', ""sotomayor'"", 'confirm', '37', 'percent', 'support']",1
"['6,000', 'oil', 'ga', 'spill', '2012', 'oil', 'ga', 'spread', 'unit', 'state', 'entir', 'exxon', 'valdez', 'spill']",1
"['say', 'state', 'pass', 'anti-illegal-immigr', 'legisl', 'also', 'hispan', 'legisl']",1
"['presid', 'barack', 'obama', 'first', 'presid', 'histori', 'cut', 'medicar', 'billion']",1
"['expand', 'medicaid', 'worsen', 'health', 'care', 'option', 'vulner', 'among', 'us', 'texa']",0
"['unemploy', 'rival', 'great', 'depress']",0
"['sen', 'mccain', 'would', 'occupi', 'iraq', 'indefinit', 'wish']",0
"['say', 'scientist', 'predict', 'sometim', 'futur', 'event', 'kill', 'somewher', '80', '90', 'million', 'peopl']",1
"['sinc', '2008', 'u', 'crude', 'oil', 'output', 'increas', '80', 'percent', 'increas', '4', 'million', 'barrel', 'day', 'fastest', 'increas', 'u', 'histori']",1
"['say', 'missouri', 'need', 'voter', 'law', 'there', '16', 'peopl', 'state', 'missouri', 'convict', 'type', 'voter', 'fraud']",1
"['actual', 'deport', 'interior', 'countri', 'way', 'presid', 'obama']",1
"['say', 'busi', 'alreadi', 'pay', 'tax']",1
"['presid', 'obama', 'health', 'care', 'law', 'repres', 'govern', 'takeov', 'health', 'care']",0
"['tax', 'presid', 'barack', 'obama', 'want', 'rais', 'top', 'rate', '44.8', 'percent']",1
"['sinc', 'fed', 'creat', '1913', 'u', 'dollar', 'lost', '98', 'purchas', 'power']",1
"['say', 'milwauke', 'black', '55', 'percent', 'male', 'unemploy', '60', 'percent', 'truanci', '50', 'percent', 'graduat', 'rate', 'worst', 'read', 'score', 'lead', 'infant', 'mortal']",1
"['health', 'care', 'law', '2,733-', 'page', 'bill', '. . .', 'amend']",1
"['obama', 'administr', 'estim', 'number', 'children', 'border', 'go', 'increas', '150,000', '200,000', 'next', 'year']",1
"['say', 'texa', 'economi', '30', 'percent', 'larger', 'australia']",0
"['hair', 'stylist', 'requir', 'undergo', 'govern', 'scrutini', 'foreclosur', 'consult']",1
"['nineti', 'percent', 'peopl', 'work', 'countri', 'work', 'compani', '100', 'peopl', 'mayb', 'even', 'less']",0
"['thirty-four', 'percent', 'hispan', 'health', 'care', 'health', 'insur']",1
"['say', 'wrestl', 'favorit', 'sport', 'abraham', 'lincoln']",1
"['obama', 'administr', 'cap-and-trad', 'plan', 'would', 'creat', '761', 'yearli', 'energi', 'tax']",0
"['regim', 'chang', 'iraq', 'took', 'eight', 'year']",1
"['women', 'childbear', 'age', 'spend', '68', 'percent', 'out-of-pocket', 'health', 'care', 'cost', 'men']",1
"['say', 'hillari', 'clinton', 'plan', 'would', 'bring', '620,000', 'refuge', 'first', 'term', 'alon', 'effect', 'way', 'screen', 'vet', 'plan', 'would', 'cost', 'billion', 'term', 'lifetim', 'welfar', 'entitl', 'cost']",0
"['weve', 'seen', 'properti', 'tax', 'go', 'first', 'time', '12', 'year', 'median', 'valu', 'home']",1
"['rhode', 'island', 'lead', 'nation', 'foreclosur']",0
"['presid', 'obama', 'health-car', 'law', 'add', 'trillion', 'dollar', 'debt']",0
"['47', 'percent', 'able-bodi', 'peopl', 'state', 'main', 'dont', 'work']",0
"['undocu', 'student', 'graduat', 'colleg', 'theyr', 'still', 'illeg', 'alien', 'cannot', 'get', 'job']",1
"['women', 'receiv', '77', 'cent', 'everi', 'dollar', 'man', 'earn']",1
"['research', 'perform', 'economist', 'shown', 'consist', 'posit', 'impact', 'job', 'incom', 'tax', 'revenu', 'aris', 'stadium', 'sport', 'franchis']",1
"['border', 'secur', 'effort', 'led', '60', 'percent', 'decreas', 'border', 'crime']",0
"['say', 'vote', 'increas', 'minimum', 'wage', '80']",0
"['say', 'rep', 'betti', 'sutton', 'would', 'rather', 'riot', 'occupi', 'wall', 'street', 'stand', 'ohio', 'famili']",0
"['spend', 'billion', 'year', 'make', 'sure', 'feder', 'govern', 'immigr', 'enforc', 'agent', 'that', 'dea', 'atf', 'fbi', 'enforc', 'agenc', 'combin']",1
"['forty-f', 'percent', 'american', 'went', 'without', 'need', 'care', 'cost', '2007']",1
"['lyme', 'diseas', 'one', 'fastest', 'grow', 'infecti', 'diseas', 'unit', 'state', 'rhode', 'island', 'second-highest', 'incid', 'diseas', 'countri']",1
"['say', 'presid', 'barack', 'obama', 'initi', 'said', 'nation', 'health-car', 'mandat', 'isnt', 'tax', 'administr', 'say', 'tax']",1
"['still', 'peopl', 'uninsur', 'today', 'obama', 'elect', 'presid']",1
"['feder', 'govern', 'own', 'ten', 'thousand', 'properti', 'vacant', 'underus']",1
"['say', 'represent', 'ex-boyfriend', 'friend', 'famili', 'law', 'case', 'someth', 'lawyer', 'regular', 'basi']",0
"['dont', 'know', 'h1n1', 'vaccin', 'gonna', 'caus', 'neurolog', 'damag', 'like', '1970']",0
"['cant', 'pass', 'budget', 'senat', 'unit', 'state', 'without', '60', 'vote']",0
"['hillari', 'clinton', 'advoc', 'freez', 'foreclosur', 'barack', 'obama', 'said']",1
"['pension', 'system', 'one', 'countri', 'that', '100', 'percent', 'fund']",1
"['lowest', 'percentag', 'american', 'work', 'today', 'year', 'sinc', '1977']",1
"['2010', 'everybodi', 'said', 'cant', 'dare', 'let', 'gun', 'go', 'nation', 'park', 'cours', 'rape', 'murder', 'robberi', 'assault', '85', 'percent', 'sinc']",0
"['newt', 'gingrich', 'propon', 'select', 'presid', 'popular', 'vote', 'instead', 'elector', 'colleg']",1
"['barack', 'obama', 'said', ""he'"", 'go', 'attack', 'pakistan', 'embrac', 'iranian', 'presid', 'mahmoud', 'ahmadinejad']",0
"['everi', '1', 'percent', 'increas', 'number', 'ohioan', 'bachelor', 'degre', 'mean', 'econom', 'activ', 'grow', 'next', 'year', 'year', 'thereaft', '5', 'billion', 'dollar']",1
"['say', 'sinc', '1994', 'vawa', 'first', 'pass', 'incid', 'domest', 'violenc', 'drop', '50', 'percent']",1
"['illeg', 'alien', 'cost', 'georgia', 'taxpay', 'billion', 'dollar', 'everi', 'year']",1
"['say', 'gerald', 'daugherti', 'endors', 'austin', 'american-statesman']",0
"['cuccinelli', 'tax', 'cut', 'plan', 'school', 'divis', 'across', 'virginia', 'could', 'forc', 'fire', '8,000', 'teacher']",0
"['3', 'million', 'job', 'avail', 'america', 'fill', 'mani', 'peopl', 'dont', 'skill', 'job']",1
"['rhode', 'island', 'invest', 'less', 'tourism', 'econom', 'develop', 'econom', 'develop', 'personnel', 'four', 'nearbi', 'state']",0
"['presid', 'obama', 'said', 'go', 'cut', 'veteran', 'benefit']",1
"['say', 'scott', 'walker', 'forc', 'women', 'undergo', 'transvagin', 'probe', 'get', 'abort']",1
"['nineti', 'percent', 'american', 'worker', 'dont', 'busi']",1
"['protest', 'caus', '5', 'million', 'damag', 'wisconsin', 'state', 'hous']",0
"['insur', 'industri', 'actual', 'run', 'mostli', 'democrat']",0
"['say', '9', 'year-old', 'girl', 'recent', 'rape', 'austin', 'texa', 'guy', 'previous', 'caught', 'four', 'time', 'releas']",1
"['period', 'roughli', '72', 'hour', 'small', 'group', 'angri', 'black', 'student', 'manag', 'forc', 'resign', 'two', 'highest', 'rank', 'offici', 'school']",1
"['weve', 'doubl', 'use', 'renew', 'energi']",0
"['last', '30', 'year', 'extrem', 'poverti', 'cut', 'half']",1
"['2009', 'first', 'year', 'mayor', 'julin', 'castro', 'receiv', 'seven-figur', 'referr', 'fee', 'smell', 'like', 'dirti', 'financi', 'gift', 'notori', 'person', 'injuri', 'lawyer', 'mikal', 'watt', 'major', 'obama', 'donor']",0
"['hous', 'republican', 'plan', 'would', 'increas', 'cost', 'oregon', 'senior', '000', 'health', 'care', 'voucher', 'instead', 'medicar']",1
"['nation', 'secur', 'agenc', 'say', ""iran'"", 'nuclear', 'ambit', 'advanc', 'time', '...', 'slash', 'nuclear', 'arsen']",1
"['recent', 'hous', 'special', 'elect', 'florida', 'democrat', 'got', 'outspent', 'republican', 'district']",0
"['say', 'grow', 'number', 'extrem', 'prematur', 'babi', 'surviv', 'healthi', 'childhood']",1
"['mention', 'villanova', 'buzzer-b', 'win', 'nation', 'championship', 'hillari', 'clinton', 'said', 'love', 'come-from-behind', 'victori']",0
"['2014', 'one', 'administr', 'everi', 'teacher', 'colleg', 'campus', 'unit', 'state']",1
"['say', 'sit', 'right', 'medicar', 'noth', 'gone', 'eight', 'year', 'noth']",0
"['say', 'howard', 'zinn', 'anti-american', 'marxist', 'wrote', 'popular', 'textbook', 'that', 'taught', 'high', 'school', 'america']",0
"['say', 'harri', 'reid', 'better', 'vote', 'attend', 'record', 'three', 'congressmen']",1
"['job', 'solar', 'oil']",0
"['isi', 'predominantislamist', 'group', 'benghazi']",0
"['mani', 'quarter', 'student', 'arent', 'even', 'finish', 'high', 'school']",1
"['wisconsin', 'health', 'insur', 'exchang', 'societi', 'actuari', 'point', 'therel', 'accord', '82', 'percent', 'increas', 'individu', 'premium', 'next', 'coupl', 'year', 'obamacar']",1
"['rick', 'perri', 'take', 'money', 'away', 'hurrican', 'victim', 'divert', 'remodel', 'governor', 'mansion']",0
"['given', 'expans', 'program', 'alreadi', 'expand', 'medicaid', 'new', 'jersey', 'due', 'obamacar', 'rel', 'small', 'expans']",1
"['reason', 'cuban', 'dont', 'access', '21st', 'centuri', 'telecommun', 'like', 'smart', 'phone', 'like', 'access', 'internet', 'illeg', 'cuba']",1
"['sinc', '2010', 'america', 'put', 'peopl', 'back', 'work', 'europ', 'japan', 'advanc', 'economi', 'combin']",1
"['say', 'barack', 'obama', 'approv', 'rate', 'right', 'averag', 'second-term', 'presid', 'point']",1
"['50', 'hispan', 'student', 'count', 'pell', 'grant', 'pay', 'colleg']",1
"['georg', 'allen', 'u', 'senat', 'candidaci']",0
"['say', 'ampl', 'mean', 'tell', 'someon', 'christian', 'middl', 'east', '...', 'name', 'theyr', 'born', 'birth', 'certif']",1
"['2006', 'went', 'author', 'letter', '24', 'senat', 'ask', 'major', 'reform', 'freddi', 'fanni', 'warn', 'meltdown', 'bubbl', 'hous', 'market']",0
"['justin', 'amash', 'rate', 'michigan', '1', 'conserv', 'nation', 'right', 'life']",0
"['say', 'marci', 'kaptur', 'attack', 'militari', 'servic', 'train', 'air', 'forc', 'show', 'disrespect', 'veteran']",0
"['email', 'releas', 'public', 'show', 'hillari', 'clinton', 'discuss', 'locat', 'ambassador', 'steven', 'cours', 'murder', 'libya']",1
"['citi', 'build', 'code', 'violat', 'properti', 'involv', 'exterior', 'issu', 'within', 'household', 'fine']",0
"['peopl', 'use', 'food', 'stamp', 'anyth', 'includ', 'go', 'hawaii', 'even', 'millionair', 'qualifi']",0
"['hire', 'lot', 'bureaucrat', 'that', 'presid', 'done', 'he', 'ad', '135,000', 'peopl', 'govern', 'workforc']",1
"['milwauke', 'counti', 'board', 'staff', 'grew', 'four', 'worker', '38', 'four', 'decad', 'cost', 'taxpay', 'lot', 'total', 'counti', 'workforc', 'cut', 'half', 'period']",1
"['rick', 'scott', 'histor', 'billion', 'fund', 'educ']",1
"['say', 'presid', 'barack', 'obama', 'launch', 'twice', 'mani', 'strike', 'countri', 'predominantli', 'muslim', 'presid', 'georg', 'w', 'bush']",1
"['nine', 'hundr', 'peopl', 'fire', 'sinc', 'becam', 'secretari', 'veteran', 'affair', 'weve', 'got', '60', 'peopl', 'fire', 'manipul', 'wait', 'time']",0
"['presid', 'obamashealth', 'care', 'law', 'govern', 'takeov', 'healthcar']",0
"['say', 'private-sector', 'job', 'growth', '2011', 'place', 'new', 'jersey', 'top', 'third', 'among', 'state']",1
"['rhode', 'island', 'nearli', '9', 'percent', 'cover', 'employe', 'go', 'short', 'term', 'disabl', 'everi', 'year', 'averag', 'outag', 'work', 'almost', '12', 'week']",1
"['milwauke', 'counti', 'execut', 'sell', 'public', 'museum', 'airport', 'zoo', 'without', 'counti', 'board', 'approv']",1
"['sen', 'obama', 'want', 'enact', 'singl', 'largest', 'tax', 'increas', 'sinc', 'second', 'world', 'war']",0
"['2011', 'carlo', 'lpez-cantera', 'staunchli', 'support', 'florida', 'bill', 'model', 'arizona', 'immigr', 'law']",0
"['say', 'data', 'center', 'budget', 'polici', 'prioriti', 'suggest', 'texa', 'budget', 'gap', 'wors', 'new', 'york', 'bad', 'california', 'quit', 'new', 'jersey', 'level']",1
"['two-third', 'peopl', 'receiv', 'minimum', 'wage', 'femal']",1
"['republican', 'led', 'two', 'month', 'led', 'everi', 'state', 'gop', 'nomin']",1
"['mccain', 'bush', 'favor', 'tax', 'break', 'oil', 'compani']",0
"['1', 'percent', 'candid', 'nation', 'rifl', 'associ', 'endors', '2012']",0
"['say', 'donald', 'trump', 'poll', 'number', 'show', 'he', 'highest', 'hispan', 'republican', 'ever']",0
"['marco', 'rubio', 'want', 'rais', 'social', 'secur', 'retir', 'age', 'cut', 'benefit']",1
"['discretionari', 'spend', 'increas', '20', 'percent', 'two', 'year', 'dont', 'includ', 'stimulu', 'put', 'stimulu', '80', 'percent']",1
